Date,Demographic_category,Administered_Dose1,Series_Complete_Yes,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup,census
2021-01-03,Ages_12-15_yrs,63,2,0,0,15222296
2021-01-02,Ages_12-15_yrs,61,2,0,0,15222296
2021-01-01,Ages_12-15_yrs,56,2,0,0,15222296
2020-12-31,Ages_12-15_yrs,49,1,0,0,15222296
2020-12-30,Ages_12-15_yrs,42,1,0,0,15222296
2020-12-29,Ages_12-15_yrs,38,1,0,0,15222296
2020-12-28,Ages_12-15_yrs,36,1,0,0,15222296
2020-12-27,Ages_12-15_yrs,32,1,0,0,15222296
2020-12-26,Ages_12-15_yrs,30,1,0,0,15222296
2020-12-25,Ages_12-15_yrs,27,1,0,0,15222296
2020-12-24,Ages_12-15_yrs,25,0,0,0,15222296
2020-12-23,Ages_12-15_yrs,18,0,0,0,15222296
2020-12-22,Ages_12-15_yrs,16,0,0,0,15222296
2020-12-21,Ages_12-15_yrs,13,0,0,0,15222296
2020-12-20,Ages_12-15_yrs,9,0,0,0,15222296
2020-12-19,Ages_12-15_yrs,4,0,0,0,15222296
2020-12-18,Ages_12-15_yrs,2,0,0,0,15222296
2020-12-17,Ages_12-15_yrs,0,0,0,0,15222296
2020-12-16,Ages_12-15_yrs,0,0,0,0,15222296
2021-07-19,Ages_<12yrs,196569,121709,0.5,0.3,43555471
2021-07-18,Ages_<12yrs,196503,121686,0.5,0.3,43555471
2021-07-17,Ages_<12yrs,196404,121625,0.5,0.3,43555471
2021-07-16,Ages_<12yrs,196291,121532,0.5,0.3,43555471
2021-07-15,Ages_<12yrs,196149,121426,0.5,0.3,43555471
2021-07-14,Ages_<12yrs,196055,121350,0.5,0.3,43555471
2021-07-13,Ages_<12yrs,195927,121217,0.4,0.3,43555471
2021-07-12,Ages_<12yrs,195854,121173,0.4,0.3,43555471
2021-07-11,Ages_<12yrs,195802,121160,0.4,0.3,43555471
2021-07-10,Ages_<12yrs,195701,121105,0.4,0.3,43555471
2021-07-09,Ages_<12yrs,195577,121031,0.4,0.3,43555471
2021-07-08,Ages_<12yrs,195385,120890,0.4,0.3,43555471
2021-07-07,Ages_<12yrs,195247,120764,0.4,0.3,43555471
2021-07-06,Ages_<12yrs,195141,120699,0.4,0.3,43555471
2021-07-05,Ages_<12yrs,195122,120682,0.4,0.3,43555471
2021-07-04,Ages_<12yrs,195046,120637,0.4,0.3,43555471
2021-07-03,Ages_<12yrs,194855,120474,0.4,0.3,43555471
2021-07-02,Ages_<12yrs,193675,119667,0.4,0.3,43555471
2021-07-01,Ages_<12yrs,190943,116770,0.4,0.3,43555471
2021-06-30,Ages_<12yrs,187548,112927,0.4,0.3,43555471
2021-06-29,Ages_<12yrs,185039,110510,0.4,0.3,43555471
2021-06-28,Ages_<12yrs,183849,109325,0.4,0.3,43555471
2021-06-27,Ages_<12yrs,181740,106406,0.4,0.2,43555471
2021-06-26,Ages_<12yrs,178937,103402,0.4,0.2,43555471
2021-06-25,Ages_<12yrs,176235,99948,0.4,0.2,43555471
2021-06-24,Ages_<12yrs,173577,96957,0.4,0.2,43555471
2021-06-23,Ages_<12yrs,170843,94404,0.4,0.2,43555471
2021-06-22,Ages_<12yrs,168371,92230,0.4,0.2,43555471
2021-06-21,Ages_<12yrs,167128,90741,0.4,0.2,43555471
2021-06-20,Ages_<12yrs,164928,87738,0.4,0.2,43555471
2021-06-19,Ages_<12yrs,162279,83898,0.4,0.2,43555471
2021-06-18,Ages_<12yrs,158924,79472,0.4,0.2,43555471
2021-06-17,Ages_<12yrs,155639,74671,0.4,0.2,43555471
2021-06-16,Ages_<12yrs,151477,67878,0.3,0.2,43555471
2021-06-15,Ages_<12yrs,148276,61064,0.3,0.1,43555471
2021-06-14,Ages_<12yrs,145491,54490,0.3,0.1,43555471
2021-06-13,Ages_<12yrs,142910,49812,0.3,0.1,43555471
2021-06-12,Ages_<12yrs,139961,44431,0.3,0.1,43555471
2021-06-11,Ages_<12yrs,135787,37719,0.3,0.1,43555471
2021-06-10,Ages_<12yrs,133309,33370,0.3,0.1,43555471
2021-06-09,Ages_<12yrs,131453,29715,0.3,0.1,43555471
2021-06-08,Ages_<12yrs,128855,24650,0.3,0.1,43555471
2021-06-07,Ages_<12yrs,126056,18869,0.3,0,43555471
2021-06-06,Ages_<12yrs,122330,12303,0.3,0,43555471
2021-06-05,Ages_<12yrs,117780,6753,0.3,0,43555471
2021-06-04,Ages_<12yrs,114367,3824,0.3,0,43555471
2021-06-03,Ages_<12yrs,110880,3367,0.3,0,43555471
2021-06-02,Ages_<12yrs,108871,3151,0.2,0,43555471
2021-06-01,Ages_<12yrs,107480,3128,0.2,0,43555471
2021-05-31,Ages_<12yrs,105990,3123,0.2,0,43555471
2021-05-30,Ages_<12yrs,103022,3114,0.2,0,43555471
2021-05-29,Ages_<12yrs,98757,3105,0.2,0,43555471
2021-05-28,Ages_<12yrs,93575,3093,0.2,0,43555471
2021-05-27,Ages_<12yrs,89637,3078,0.2,0,43555471
2021-05-26,Ages_<12yrs,85267,3053,0.2,0,43555471
2021-05-25,Ages_<12yrs,81097,3032,0.2,0,43555471
2021-05-24,Ages_<12yrs,77334,3026,0.2,0,43555471
2021-05-23,Ages_<12yrs,71737,3011,0.2,0,43555471
2021-05-22,Ages_<12yrs,65397,2999,0.2,0,43555471
2021-05-21,Ages_<12yrs,55869,2981,0.1,0,43555471
2021-05-20,Ages_<12yrs,47324,2964,0.1,0,43555471
2021-05-19,Ages_<12yrs,40070,2937,0.1,0,43555471
2021-05-18,Ages_<12yrs,33477,2911,0.1,0,43555471
2021-05-17,Ages_<12yrs,28744,2905,0.1,0,43555471
2021-05-16,Ages_<12yrs,21357,2896,0,0,43555471
2021-05-15,Ages_<12yrs,14096,2881,0,0,43555471
2021-05-14,Ages_<12yrs,9582,2861,0,0,43555471
2021-05-13,Ages_<12yrs,9159,2842,0,0,43555471
2021-05-12,Ages_<12yrs,9051,2826,0,0,43555471
2021-05-11,Ages_<12yrs,8996,2812,0,0,43555471
2021-05-10,Ages_<12yrs,8990,2802,0,0,43555471
2021-05-09,Ages_<12yrs,8974,2795,0,0,43555471
2021-05-08,Ages_<12yrs,8944,2785,0,0,43555471
2021-05-07,Ages_<12yrs,8902,2770,0,0,43555471
2021-05-06,Ages_<12yrs,8841,2752,0,0,43555471
2021-05-05,Ages_<12yrs,8657,2676,0,0,43555471
2021-05-04,Ages_<12yrs,8617,2662,0,0,43555471
2021-05-03,Ages_<12yrs,8601,2647,0,0,43555471
2021-05-02,Ages_<12yrs,8589,2643,0,0,43555471
2021-05-01,Ages_<12yrs,8545,2628,0,0,43555471
2021-04-30,Ages_<12yrs,8480,2602,0,0,43555471
2021-04-29,Ages_<12yrs,8444,2591,0,0,43555471
2021-04-28,Ages_<12yrs,8406,2569,0,0,43555471
2021-04-27,Ages_<12yrs,8360,2556,0,0,43555471
2021-04-26,Ages_<12yrs,8336,2548,0,0,43555471
2021-04-25,Ages_<12yrs,8300,2540,0,0,43555471
2021-04-24,Ages_<12yrs,8254,2522,0,0,43555471
2021-04-23,Ages_<12yrs,8192,2511,0,0,43555471
2021-04-22,Ages_<12yrs,8134,2493,0,0,43555471
2021-04-21,Ages_<12yrs,8066,2472,0,0,43555471
2021-04-20,Ages_<12yrs,8002,2461,0,0,43555471
2021-04-19,Ages_<12yrs,7976,2456,0,0,43555471
2021-04-18,Ages_<12yrs,7942,2445,0,0,43555471
2021-04-17,Ages_<12yrs,7874,2424,0,0,43555471
2021-04-16,Ages_<12yrs,7823,2398,0,0,43555471
2021-04-15,Ages_<12yrs,7756,2367,0,0,43555471
2021-04-14,Ages_<12yrs,7682,2349,0,0,43555471
2021-04-13,Ages_<12yrs,7609,2322,0,0,43555471
2021-04-12,Ages_<12yrs,7568,2299,0,0,43555471
2021-04-11,Ages_<12yrs,7523,2279,0,0,43555471
2021-04-10,Ages_<12yrs,7447,2251,0,0,43555471
2021-04-09,Ages_<12yrs,7371,2213,0,0,43555471
2021-04-08,Ages_<12yrs,7305,2179,0,0,43555471
2021-04-07,Ages_<12yrs,7250,2155,0,0,43555471
2021-04-06,Ages_<12yrs,7182,2132,0,0,43555471
2021-04-05,Ages_<12yrs,7077,2087,0,0,43555471
2021-04-04,Ages_<12yrs,7077,2087,0,0,43555471
2021-04-03,Ages_<12yrs,7074,2087,0,0,43555471
2021-04-02,Ages_<12yrs,6995,2062,0,0,43555471
2021-04-01,Ages_<12yrs,6889,2034,0,0,43555471
2021-03-31,Ages_<12yrs,6831,2015,0,0,43555471
2021-03-30,Ages_<12yrs,6781,2001,0,0,43555471
2021-03-29,Ages_<12yrs,6752,1994,0,0,43555471
2021-03-28,Ages_<12yrs,6719,1983,0,0,43555471
2021-03-27,Ages_<12yrs,6655,1969,0,0,43555471
2021-03-26,Ages_<12yrs,6593,1947,0,0,43555471
2021-03-25,Ages_<12yrs,6483,1933,0,0,43555471
2021-03-24,Ages_<12yrs,6407,1918,0,0,43555471
2021-03-23,Ages_<12yrs,6345,1903,0,0,43555471
2021-03-22,Ages_<12yrs,6230,1893,0,0,43555471
2021-03-21,Ages_<12yrs,6198,1881,0,0,43555471
2021-03-20,Ages_<12yrs,6131,1863,0,0,43555471
2021-03-19,Ages_<12yrs,6066,1840,0,0,43555471
2021-03-18,Ages_<12yrs,6003,1830,0,0,43555471
2021-03-17,Ages_<12yrs,5929,1809,0,0,43555471
2021-03-16,Ages_<12yrs,5885,1795,0,0,43555471
2021-03-15,Ages_<12yrs,5500,1762,0,0,43555471
2021-03-14,Ages_<12yrs,5170,1711,0,0,43555471
2021-03-13,Ages_<12yrs,5119,1689,0,0,43555471
2021-03-12,Ages_<12yrs,4789,1537,0,0,43555471
2021-03-11,Ages_<12yrs,4723,1492,0,0,43555471
2021-03-10,Ages_<12yrs,4666,1470,0,0,43555471
2021-03-09,Ages_<12yrs,4622,1460,0,0,43555471
2021-03-08,Ages_<12yrs,4591,1453,0,0,43555471
2021-03-07,Ages_<12yrs,4565,1447,0,0,43555471
2021-03-06,Ages_<12yrs,4528,1422,0,0,43555471
2021-03-05,Ages_<12yrs,4463,1399,0,0,43555471
2021-03-04,Ages_<12yrs,4414,1378,0,0,43555471
2021-03-03,Ages_<12yrs,4369,1365,0,0,43555471
2021-03-02,Ages_<12yrs,4335,1344,0,0,43555471
2021-03-01,Ages_<12yrs,4083,1314,0,0,43555471
2021-02-28,Ages_<12yrs,4063,1305,0,0,43555471
2021-02-27,Ages_<12yrs,4025,1274,0,0,43555471
2021-02-26,Ages_<12yrs,3975,1249,0,0,43555471
2021-02-25,Ages_<12yrs,3929,1229,0,0,43555471
2021-02-24,Ages_<12yrs,3891,1211,0,0,43555471
2021-02-23,Ages_<12yrs,3856,1201,0,0,43555471
2021-02-22,Ages_<12yrs,3842,1200,0,0,43555471
2021-02-21,Ages_<12yrs,3832,1190,0,0,43555471
2021-02-20,Ages_<12yrs,3793,1174,0,0,43555471
2021-02-19,Ages_<12yrs,3759,1149,0,0,43555471
2021-02-18,Ages_<12yrs,3721,1099,0,0,43555471
2021-02-17,Ages_<12yrs,3690,1083,0,0,43555471
2021-02-16,Ages_<12yrs,3669,1072,0,0,43555471
2021-02-15,Ages_<12yrs,3760,1111,0,0,43555471
2021-02-14,Ages_<12yrs,3736,1102,0,0,43555471
2021-02-13,Ages_<12yrs,3675,1074,0,0,43555471
2021-02-12,Ages_<12yrs,3629,1053,0,0,43555471
2021-02-11,Ages_<12yrs,3567,1030,0,0,43555471
2021-02-10,Ages_<12yrs,3542,1012,0,0,43555471
2021-02-09,Ages_<12yrs,3515,1002,0,0,43555471
2021-02-08,Ages_<12yrs,3492,997,0,0,43555471
2021-02-07,Ages_<12yrs,3466,985,0,0,43555471
2021-02-06,Ages_<12yrs,3397,965,0,0,43555471
2021-02-05,Ages_<12yrs,3315,942,0,0,43555471
2021-02-04,Ages_<12yrs,3263,918,0,0,43555471
2021-02-03,Ages_<12yrs,3223,900,0,0,43555471
2021-02-02,Ages_<12yrs,3196,880,0,0,43555471
2021-02-01,Ages_<12yrs,3174,871,0,0,43555471
2021-01-31,Ages_<12yrs,3152,855,0,0,43555471
2021-01-30,Ages_<12yrs,3085,816,0,0,43555471
2021-01-29,Ages_<12yrs,3028,781,0,0,43555471
2021-01-28,Ages_<12yrs,2969,748,0,0,43555471
2021-01-27,Ages_<12yrs,2840,653,0,0,43555471
2021-01-26,Ages_<12yrs,2784,637,0,0,43555471
2021-01-25,Ages_<12yrs,2737,629,0,0,43555471
2021-01-24,Ages_<12yrs,2692,604,0,0,43555471
2021-01-23,Ages_<12yrs,2575,581,0,0,43555471
2021-01-22,Ages_<12yrs,2522,552,0,0,43555471
2021-01-21,Ages_<12yrs,2451,507,0,0,43555471
2021-01-20,Ages_<12yrs,2380,454,0,0,43555471
2021-01-19,Ages_<12yrs,2342,434,0,0,43555471
2021-01-18,Ages_<12yrs,2307,425,0,0,43555471
2021-01-17,Ages_<12yrs,2280,410,0,0,43555471
2021-01-16,Ages_<12yrs,2197,384,0,0,43555471
2021-01-15,Ages_<12yrs,2101,342,0,0,43555471
2021-01-14,Ages_<12yrs,2017,303,0,0,43555471
2021-01-13,Ages_<12yrs,1935,251,0,0,43555471
2021-01-12,Ages_<12yrs,1856,176,0,0,43555471
2021-01-11,Ages_<12yrs,1832,163,0,0,43555471
2021-01-10,Ages_<12yrs,1801,143,0,0,43555471
2021-01-09,Ages_<12yrs,1721,109,0,0,43555471
2021-01-08,Ages_<12yrs,1645,66,0,0,43555471
2021-01-07,Ages_<12yrs,1574,43,0,0,43555471
2021-01-06,Ages_<12yrs,1254,26,0,0,43555471
2021-01-05,Ages_<12yrs,1110,14,0,0,43555471
2021-01-04,Ages_<12yrs,1031,12,0,0,43555471
2021-01-03,Ages_<12yrs,1010,12,0,0,43555471
2021-01-02,Ages_<12yrs,991,12,0,0,43555471
2021-01-01,Ages_<12yrs,930,12,0,0,43555471
2020-12-31,Ages_<12yrs,831,12,0,0,43555471
2020-12-30,Ages_<12yrs,707,11,0,0,43555471
2020-12-29,Ages_<12yrs,608,8,0,0,43555471
2020-12-28,Ages_<12yrs,552,8,0,0,43555471
2020-12-27,Ages_<12yrs,512,8,0,0,43555471
2020-12-26,Ages_<12yrs,500,8,0,0,43555471
2020-12-25,Ages_<12yrs,450,7,0,0,43555471
2020-12-24,Ages_<12yrs,349,6,0,0,43555471
2020-12-23,Ages_<12yrs,259,5,0,0,43555471
2020-12-22,Ages_<12yrs,172,2,0,0,43555471
2020-12-21,Ages_<12yrs,141,2,0,0,43555471
2020-12-20,Ages_<12yrs,108,2,0,0,43555471
2020-12-19,Ages_<12yrs,41,2,0,0,43555471
2020-12-18,Ages_<12yrs,17,2,0,0,43555471
2020-12-17,Ages_<12yrs,2,1,0,0,43555471
2020-12-16,Ages_<12yrs,0,0,0,0,43555471
